OrderDate,ShipDate,ShipMode,State,Category,Sales,Profit,Discounts
2019-08-22,2019-08-25,First Class,New York,Furniture,43.66,16.29,0.2
2019-08-22,2019-08-26,Standard Class,New York,Furniture,65.49,7.6,0.0
2019-08-23,2019-08-28,Standard Class,Georgia,Furniture,87.32,6.72,0.0
2019-08-23,2019-08-28,Standard Class,Georgia,Furniture,29.11,47.86,0.0
2019-08-23,2019-08-28,Standard Class,Georgia,Furniture,130.98,48.94,0.0
2019-08-23,2019-08-28,Standard Class,Georgia,Furniture,52.39,9.63,0.0
2019-08-23,2019-08-28,Standard Class,Georgia,Furniture,52.39,94.96,0.0
2019-08-23,2019-08-23,Same Day,Illinois,Furniture,130.98,-13.55,0.8
2019-08-23,2019-08-28,Standard Class,Georgia,Furniture,87.32,152.02,0.0
2019-08-23,2019-08-23,Same Day,Illinois,Furniture,32.75,2.26,0.2
2019-08-23,2019-08-23,Same Day,Illinois,Furniture,130.98,3.63,0.2
2019-08-23,2019-08-23,Same Day,Illinois,Furniture,65.49,2.77,0.2
2019-08-23,2019-08-28,Standard Class,Georgia,Furniture,87.32,4.23,0.0
2019-08-24,2019-08-28,Standard Class,Kentucky,Furniture,87.32,170.51,0.0
2019-08-24,2019-08-26,Second Class,Ohio,Furniture,87.32,48.99,0.2
2019-08-24,2019-08-26,Second Class,Ohio,Furniture,87.32,2.51,0.2
2019-08-24,2019-08-26,Second Class,Ohio,Furniture,87.32,4.05,0.4
2019-08-24,2019-08-26,First Class,Oregon,Furniture,87.32,0.72,0.2
2019-08-24,2019-08-28,Second Class,New York,Furniture,87.32,4.62,0.0
2019-08-24,2019-08-28,Standard Class,Kentucky,Furniture,65.49,18.39,0.0
2019-08-24,2019-08-28,Standard Class,New York,Furniture,130.98,-75.83,0.4
2019-08-24,2019-08-28,Standard Class,New York,Furniture,130.98,11.7,0.0
2019-08-24,2019-08-28,Standard Class,Kentucky,Furniture,37.42,1416.8,0.0
2019-08-24,2019-08-28,Standard Class,Texas,Furniture,37.42,124.93,0.2
2019-08-24,2019-08-28,Standard Class,Texas,Furniture,18.71,-135.77,0.2
2019-08-24,2019-08-28,Standard Class,Texas,Furniture,52.39,-118.13,0.3
2019-08-24,2019-08-28,Standard Class,Texas,Furniture,87.32,-4.22,0.8
2019-08-25,2019-08-30,Standard Class,California,Furniture,261.96,4.59,0.2
2019-08-25,2019-08-30,Standard Class,California,Furniture,65.49,29.67,0.0
2019-08-25,2019-08-25,Same Day,Texas,Furniture,130.98,-16.59,0.6
2019-08-25,2019-08-25,Same Day,Texas,Furniture,261.96,-6.08,0.8
2019-08-25,2019-08-25,Same Day,Texas,Furniture,52.39,-3.94,0.6
2019-08-27,2019-08-31,Standard Class,California,Furniture,87.32,92.08,0.0
2019-08-27,2019-09-01,Standard Class,California,Furniture,87.32,9.22,0.0
2019-08-27,2019-09-01,Standard Class,California,Furniture,52.39,52.53,0.0
2019-08-27,2019-09-01,Standard Class,California,Furniture,261.96,1.48,0.0
2019-08-27,2019-08-31,Standard Class,California,Furniture,261.96,1.66,0.2
2019-08-28,2019-09-02,Standard Class,Connecticut,Furniture,23.81,122.29,0.0
2019-08-28,2019-09-01,Standard Class,Texas,Furniture,261.96,-16.26,0.3
2019-08-28,2019-09-01,Standard Class,Texas,Furniture,52.39,82.5,0.2
2019-08-28,2019-09-04,Standard Class,California,Furniture,130.98,1.75,0.0
2019-08-28,2019-09-04,Standard Class,California,Furniture,87.32,15.11,0.2
2019-08-28,2019-09-04,Standard Class,California,Furniture,130.98,28.96,0.15
2019-08-28,2019-09-04,Standard Class,California,Furniture,29.11,29.15,0.0
2019-08-28,2019-09-04,Standard Class,California,Furniture,52.39,267.71,0.0
2019-08-28,2019-09-01,Standard Class,Illinois,Furniture,52.39,874.99,0.2
2019-08-28,2019-09-04,Standard Class,California,Furniture,52.39,13.96,0.2
2019-08-29,2019-09-02,Standard Class,Michigan,Furniture,130.98,35.63,0.0
2019-08-29,2019-09-02,Standard Class,Michigan,Furniture,37.42,11.45,0.0
2019-08-31,2019-09-04,Standard Class,California,Furniture,52.39,41.7,0.2
2019-08-31,2019-09-05,Standard Class,Texas,Furniture,65.49,6.81,0.2
2019-08-31,2019-09-02,First Class,California,Furniture,87.32,80.99,0.2
2019-08-31,2019-09-02,First Class,California,Furniture,37.42,200.95,0.15
2019-08-31,2019-09-02,First Class,California,Furniture,52.39,46.32,0.2
2019-08-31,2019-09-05,Standard Class,California,Furniture,29.11,27.99,0.0
2019-08-31,2019-09-02,First Class,California,Furniture,261.96,15.7,0.0
2019-09-01,2019-09-08,Standard Class,Massachusetts,Furniture,43.66,315.74,0.0
2019-09-01,2019-09-08,Standard Class,Massachusetts,Furniture,130.98,27.36,0.0
2019-09-01,2019-09-08,Standard Class,Massachusetts,Furniture,261.96,15.19,0.0
2019-09-01,2019-09-08,Standard Class,Massachusetts,Furniture,52.39,51.57,0.0
2019-09-01,2019-09-04,Second Class,California,Furniture,130.98,335.99,0.2
2019-09-01,2019-09-04,Second Class,California,Furniture,261.96,1.6,0.2
2019-09-01,2019-09-04,Second Class,California,Furniture,65.49,4.49,0.2
2019-09-03,2019-09-07,Second Class,Michigan,Furniture,130.98,3.6,0.0
2019-09-03,2019-09-08,Standard Class,Arizona,Furniture,87.32,89.31,0.2
2019-09-03,2019-09-08,Standard Class,California,Furniture,130.98,2.15,0.2
2019-09-03,2019-09-08,Standard Class,California,Furniture,130.98,-12.96,0.2
2019-09-03,2019-09-08,Second Class,New York,Furniture,261.96,31.29,0.0
2019-09-03,2019-09-05,First Class,Connecticut,Furniture,261.96,25.12,0.0
2019-09-03,2019-09-05,First Class,Connecticut,Furniture,130.98,60.55,0.0
2019-09-03,2019-09-09,Standard Class,California,Furniture,52.39,46.6,0.0
2019-09-03,2019-09-09,Standard Class,California,Furniture,130.98,3.4,0.0
2019-09-03,2019-09-09,Standard Class,California,Furniture,87.32,8.49,0.0
2019-09-03,2019-09-07,Standard Class,Pennsylvania,Furniture,43.66,19.69,0.2
2019-09-03,2019-09-07,Standard Class,Pennsylvania,Furniture,261.96,-149.91,0.2
2019-09-03,2019-09-07,Standard Class,Pennsylvania,Furniture,87.32,-7.27,0.2
2019-09-03,2019-09-08,Standard Class,North Carolina,Furniture,37.42,62.81,0.2
2019-09-04,2019-09-08,Standard Class,Pennsylvania,Furniture,65.49,-6.12,0.7
2019-09-04,2019-09-07,Second Class,Texas,Furniture,87.32,6.72,0.2
2019-09-04,2019-09-09,Standard Class,Oregon,Furniture,130.98,-6.83,0.7
2019-09-04,2019-09-08,Standard Class,Georgia,Furniture,52.39,111.59,0.0
2019-09-04,2019-09-08,Standard Class,Georgia,Furniture,130.98,2.05,0.0
2019-09-04,2019-09-08,Standard Class,Georgia,Furniture,52.39,137.15,0.0
2019-09-04,2019-09-08,Standard Class,Georgia,Furniture,130.98,7.49,0.0
2019-09-05,2019-09-09,Standard Class,California,Furniture,65.49,-4.84,0.15
2019-09-05,2019-09-09,Standard Class,California,Furniture,43.66,9.7,0.2
2019-09-05,2019-09-09,Standard Class,California,Furniture,87.32,-20.7,0.15
2019-09-05,2019-09-11,Standard Class,Texas,Furniture,52.39,-25.22,0.8
2019-09-05,2019-09-11,Standard Class,Texas,Furniture,29.11,-14.69,0.2
2019-09-05,2019-09-11,Standard Class,Texas,Furniture,87.32,-7.82,0.8
2019-09-05,2019-09-10,Standard Class,Minnesota,Furniture,130.98,2.96,0.0
2019-09-05,2019-09-10,Standard Class,Minnesota,Furniture,87.32,17.31,0.0
2019-09-05,2019-09-12,Standard Class,Virginia,Furniture,65.49,12.23,0.0
2019-09-06,2019-09-12,Standard Class,New York,Furniture,261.96,2.1,0.0
2019-09-06,2019-09-12,Standard Class,Virginia,Furniture,29.11,21.45,0.0
2019-09-06,2019-09-12,Standard Class,New York,Furniture,130.98,101.39,0.0
2019-09-06,2019-09-08,Second Class,Florida,Furniture,261.96,-2.53,0.7
2019-09-06,2019-09-09,Second Class,Louisiana,Furniture,261.96,22.35,0.0
2019-09-06,2019-09-13,Standard Class,New York,Furniture,130.98,60.39,0.1
2019-09-06,2019-09-08,First Class,California,Furniture,65.49,18.06,0.0
2019-09-06,2019-09-12,Standard Class,Washington,Furniture,87.32,74.81,0.0
2019-09-06,2019-09-12,Standard Class,Washington,Furniture,130.98,2.13,0.2
2019-09-06,2019-09-10,Standard Class,Tennessee,Furniture,52.39,1.18,0.2
2019-09-07,2019-09-12,Standard Class,New York,Furniture,65.49,2.39,0.0
2019-09-07,2019-09-12,Standard Class,New York,Furniture,130.98,-120.29,0.4
2019-09-07,2019-09-12,Standard Class,New York,Furniture,130.98,2.06,0.2
2019-09-07,2019-09-12,Standard Class,New York,Furniture,52.39,16.2,0.0
2019-09-07,2019-09-12,Standard Class,New York,Furniture,87.32,18.97,0.0
2019-09-07,2019-09-11,Standard Class,New York,Furniture,37.42,167.98,0.0
2019-09-07,2019-09-09,Second Class,North Carolina,Furniture,65.49,12.31,0.2
2019-09-07,2019-09-14,Standard Class,Pennsylvania,Furniture,43.66,-131.99,0.4
2019-09-07,2019-09-14,Standard Class,Pennsylvania,Furniture,261.96,-6.98,0.7
2019-09-07,2019-09-07,Same Day,New York,Furniture,87.32,-14.16,0.4
2019-09-07,2019-09-07,Same Day,New York,Furniture,130.98,0.28,0.0
2019-09-07,2019-09-11,Standard Class,Texas,Furniture,130.98,-2.04,0.3
2019-09-07,2019-09-12,Standard Class,California,Furniture,37.42,20.16,0.0
2019-09-07,2019-09-14,Standard Class,Pennsylvania,Furniture,87.32,-3.94,0.7
2019-09-08,2019-09-11,First Class,California,Furniture,52.39,11.88,0.0
2019-09-08,2019-09-11,First Class,California,Furniture,43.66,0.84,0.0
2019-09-08,2019-09-14,Standard Class,Alabama,Furniture,32.75,8.12,0.0
2019-09-10,2019-09-17,Standard Class,New York,Furniture,130.98,2.07,0.0
2019-09-10,2019-09-16,Standard Class,California,Furniture,43.66,33.07,0.0
2019-09-10,2019-09-14,Standard Class,Texas,Furniture,261.96,-2.57,0.3
2019-09-10,2019-09-12,Second Class,Washington,Furniture,43.66,17.69,0.0
2019-09-10,2019-09-15,Standard Class,Oklahoma,Furniture,87.32,7.02,0.0
2019-09-10,2019-09-14,Standard Class,Massachusetts,Furniture,130.98,83.25,0.0
2019-09-10,2019-09-14,Standard Class,Massachusetts,Furniture,130.98,16.11,0.0
2019-09-10,2019-09-14,Standard Class,California,Furniture,65.49,1.55,0.0
2019-09-10,2019-09-14,Standard Class,Massachusetts,Furniture,29.11,125.47,0.0
2019-09-11,2019-09-18,Standard Class,New Jersey,Furniture,43.66,18.66,0.0
2019-09-11,2019-09-18,Standard Class,New Jersey,Furniture,65.49,29.98,0.0
2019-09-11,2019-09-18,Standard Class,New Jersey,Furniture,65.49,96.42,0.0
2019-09-11,2019-09-18,Standard Class,New Jersey,Furniture,65.49,3.92,0.0
2019-09-11,2019-09-18,Standard Class,New Jersey,Furniture,87.32,14.9,0.0
2019-09-11,2019-09-12,First Class,Colorado,Furniture,65.49,4.0,0.2
2019-09-11,2019-09-15,Second Class,New York,Furniture,65.49,108.18,0.0
2019-09-11,2019-09-15,Second Class,New York,Furniture,261.96,1.58,0.0
2019-09-11,2019-09-15,Second Class,New York,Furniture,130.98,50.56,0.0
2019-09-11,2019-09-16,Standard Class,California,Furniture,37.42,79.76,0.0
2019-09-11,2019-09-15,Standard Class,California,Furniture,87.32,4.23,0.0
2019-09-11,2019-09-15,Standard Class,California,Furniture,29.11,48.96,0.0
2019-09-11,2019-09-15,Second Class,New York,Furniture,261.96,6.8,0.0
2019-09-12,2019-09-18,Standard Class,New York,Furniture,130.98,9.94,0.0
2019-09-12,2019-09-18,Standard Class,New York,Furniture,261.96,12.77,0.0
2019-09-12,2019-09-18,Standard Class,New York,Furniture,52.39,14.16,0.0
2019-09-12,2019-09-18,Standard Class,New York,Furniture,261.96,0.58,0.0
2019-09-12,2019-09-17,Second Class,Washington,Furniture,130.98,8.57,0.0
2019-09-12,2019-09-18,Standard Class,New York,Furniture,130.98,3.06,0.0
2019-09-12,2019-09-17,Standard Class,New York,Furniture,65.49,6.05,0.0
2019-09-12,2019-09-17,Standard Class,New York,Furniture,130.98,60.0,0.2
2019-09-12,2019-09-18,Standard Class,New York,Furniture,130.98,4.24,0.0
2019-09-13,2019-09-15,First Class,California,Furniture,130.98,100.66,0.0
2019-09-13,2019-09-15,First Class,California,Furniture,87.32,12.06,0.0
2019-09-13,2019-09-15,First Class,California,Furniture,87.32,71.77,0.2
2019-09-13,2019-09-15,First Class,California,Furniture,87.32,7.82,0.2
2019-09-13,2019-09-15,First Class,California,Furniture,37.42,55.39,0.0
2019-09-13,2019-09-17,Standard Class,North Carolina,Furniture,65.49,-10.04,0.7
2019-09-13,2019-09-15,First Class,California,Furniture,52.39,24.88,0.0
2019-09-13,2019-09-17,Second Class,Illinois,Furniture,261.96,2.93,0.2
2019-09-13,2019-09-20,Standard Class,Georgia,Furniture,37.42,31.47,0.0
2019-09-13,2019-09-20,Standard Class,Georgia,Furniture,87.32,12.99,0.0
2019-09-13,2019-09-19,Standard Class,Pennsylvania,Furniture,261.96,-2.01,0.7
2019-09-13,2019-09-18,Standard Class,Indiana,Furniture,37.42,394.21,0.0
2019-09-13,2019-09-18,Standard Class,Indiana,Furniture,65.49,16.0,0.0
2019-09-13,2019-09-17,Second Class,Illinois,Furniture,65.49,-12.15,0.3
2019-09-14,2019-09-18,Second Class,Iowa,Furniture,52.39,12.69,0.0
2019-09-14,2019-09-18,Standard Class,New York,Furniture,29.11,4.54,0.2
2019-09-14,2019-09-18,Standard Class,New York,Furniture,130.98,329.99,0.2
2019-09-14,2019-09-18,Standard Class,New York,Furniture,43.66,257.71,0.0
2019-09-14,2019-09-18,Standard Class,California,Furniture,87.32,-8.51,0.2
2019-09-14,2019-09-19,Standard Class,Utah,Furniture,52.39,118.66,0.0
2019-09-14,2019-09-17,Second Class,South Carolina,Furniture,87.32,5.39,0.0
2019-09-15,2019-09-19,Second Class,New York,Furniture,130.98,6.22,0.0
2019-09-15,2019-09-20,Standard Class,Pennsylvania,Furniture,130.98,-29.44,0.2
2019-09-15,2019-09-20,Standard Class,Pennsylvania,Furniture,65.49,-2.86,0.7
2019-09-15,2019-09-19,Standard Class,Alabama,Furniture,37.42,306.49,0.0
2019-09-15,2019-09-19,Standard Class,Alabama,Furniture,87.32,0.0,0.0
2019-09-15,2019-09-19,Standard Class,Alabama,Furniture,130.98,200.49,0.0
2019-09-15,2019-09-19,Second Class,New York,Furniture,261.96,1.16,0.2
2019-09-15,2019-09-15,Same Day,Florida,Furniture,87.32,5.44,0.2
2019-09-15,2019-09-17,Second Class,Indiana,Furniture,32.75,8.27,0.0
2019-09-15,2019-09-17,Second Class,Indiana,Furniture,130.98,11.45,0.0
2019-09-15,2019-09-15,Same Day,Florida,Furniture,261.96,-2.1,0.2
2019-09-15,2019-09-15,Same Day,Florida,Furniture,130.98,2.16,0.2
2019-09-15,2019-09-15,Same Day,Florida,Furniture,65.49,2.55,0.2
2019-09-15,2019-09-19,Second Class,New York,Furniture,87.32,29.95,0.2
2019-09-16,2019-09-21,Standard Class,Virginia,Furniture,65.49,14.63,0.0
2019-09-17,2019-09-23,Standard Class,New York,Furniture,37.42,41.22,0.0
2019-09-17,2019-09-23,Standard Class,New York,Furniture,130.98,8.88,0.1
2019-09-17,2019-09-23,Standard Class,New York,Furniture,65.49,27.43,0.0
2019-09-17,2019-09-23,Standard Class,New York,Furniture,43.66,158.58,0.2
2019-09-17,2019-09-23,Standard Class,New York,Furniture,130.98,53.26,0.0
2019-09-17,2019-09-23,Standard Class,New York,Furniture,87.32,58.79,0.0
2019-09-17,2019-09-23,Standard Class,New York,Furniture,130.98,217.77,0.0
2019-09-17,2019-09-23,Standard Class,New York,Furniture,65.49,1.36,0.0
2019-09-17,2019-09-23,Standard Class,New York,Furniture,52.39,1.04,0.0
2019-09-17,2019-09-23,Standard Class,New York,Furniture,52.39,-25.05,0.2
2019-09-17,2019-09-20,First Class,Washington,Furniture,87.32,7.82,0.2
2019-09-17,2019-09-21,Standard Class,Pennsylvania,Furniture,87.32,15.53,0.2
2019-09-17,2019-09-21,Standard Class,New York,Furniture,130.98,-103.27,0.4
2019-09-17,2019-09-21,Standard Class,Texas,Furniture,87.32,-10.21,0.8
2019-09-17,2019-09-21,Standard Class,Texas,Furniture,130.98,-10.42,0.6
2019-09-17,2019-09-19,Second Class,California,Furniture,52.39,15.55,0.0
2019-09-17,2019-09-21,Standard Class,Pennsylvania,Furniture,130.98,3.55,0.2
2019-09-17,2019-09-21,Standard Class,Pennsylvania,Furniture,43.66,-5.72,0.7
2019-09-17,2019-09-21,Standard Class,Pennsylvania,Furniture,43.66,9.71,0.2
2019-09-17,2019-09-21,Standard Class,Pennsylvania,Furniture,130.98,1.1,0.2
2019-09-17,2019-09-23,Standard Class,Florida,Furniture,87.32,10.9,0.2
2019-09-17,2019-09-21,Standard Class,Pennsylvania,Furniture,130.98,-7.05,0.7
2019-09-17,2019-09-21,Standard Class,Pennsylvania,Furniture,37.42,-1665.05,0.5
2019-09-18,2019-09-23,Standard Class,California,Furniture,130.98,5.49,0.0
2019-09-18,2019-09-23,Standard Class,California,Furniture,130.98,5.07,0.0
2019-09-18,2019-09-21,First Class,California,Furniture,65.49,8.88,0.0
2019-09-18,2019-09-23,Second Class,Florida,Furniture,29.11,152.39,0.2
2019-09-18,2019-09-24,Standard Class,Washington,Furniture,130.98,8.71,0.0
2019-09-18,2019-09-23,Standard Class,California,Furniture,130.98,10.25,0.0
2019-09-18,2019-09-23,Standard Class,Maryland,Furniture,65.49,31.89,0.0
2019-09-18,2019-09-23,Standard Class,Maryland,Furniture,261.96,130.0,0.0
2019-09-18,2019-09-23,Standard Class,Maryland,Furniture,37.42,0.0,0.0
2019-09-18,2019-09-23,Standard Class,Maryland,Furniture,130.98,7.97,0.0
2019-09-18,2019-09-22,Second Class,California,Furniture,130.98,2.19,0.0
2019-09-18,2019-09-22,Second Class,California,Furniture,65.49,9.76,0.0
2019-09-18,2019-09-22,Second Class,California,Furniture,18.71,78.75,0.0
2019-09-18,2019-09-23,Standard Class,Maryland,Furniture,37.42,327.58,0.0
2019-09-19,2019-09-24,Second Class,Virginia,Furniture,130.98,4.34,0.0
2019-09-19,2019-09-26,Standard Class,Georgia,Furniture,65.49,23.23,0.0
2019-09-19,2019-09-22,Second Class,California,Furniture,130.98,11.25,0.0
2019-09-19,2019-09-22,Second Class,New York,Furniture,18.71,134.33,0.0
2019-09-19,2019-09-24,Standard Class,New Mexico,Furniture,52.39,2.18,0.0
2019-09-19,2019-09-23,Standard Class,California,Furniture,87.32,19.47,0.0
2019-09-20,2019-09-26,Standard Class,Nevada,Furniture,23.81,16.52,0.2
2019-09-20,2019-09-24,Standard Class,Illinois,Furniture,87.32,-4.49,0.8
2019-09-20,2019-09-24,Standard Class,Tennessee,Furniture,65.49,-58.87,0.2
2019-09-20,2019-09-26,Standard Class,New York,Furniture,52.39,28.86,0.0
2019-09-20,2019-09-26,Standard Class,New York,Furniture,130.98,8.86,0.2
2019-09-20,2019-09-22,First Class,Massachusetts,Furniture,43.66,16.96,0.0
2019-09-20,2019-09-24,Standard Class,Tennessee,Furniture,43.66,-913.18,0.7
2019-09-21,2019-09-26,Standard Class,South Carolina,Furniture,32.75,17.76,0.0
2019-09-21,2019-09-26,Standard Class,South Carolina,Furniture,87.32,32.98,0.0
2019-09-21,2019-09-26,Standard Class,South Carolina,Furniture,52.39,176.39,0.0
2019-09-21,2019-09-26,Standard Class,South Carolina,Furniture,130.98,6.4,0.0
2019-09-21,2019-09-26,Standard Class,South Carolina,Furniture,65.49,11.72,0.0
2019-09-21,2019-09-26,Standard Class,South Carolina,Furniture,130.98,57.32,0.0
2019-09-21,2019-09-26,Standard Class,South Carolina,Furniture,37.42,24.07,0.0
2019-09-21,2019-09-26,Standard Class,South Carolina,Furniture,65.49,422.51,0.0
2019-09-21,2019-09-26,Standard Class,Massachusetts,Furniture,87.32,141.16,0.0
2019-09-21,2019-09-26,Standard Class,South Carolina,Furniture,130.98,6.86,0.0
2019-09-21,2019-09-21,Same Day,Massachusetts,Furniture,130.98,14.5,0.0
2019-09-21,2019-09-27,Standard Class,Michigan,Furniture,261.96,7.54,0.0
2019-09-21,2019-09-27,Standard Class,Michigan,Furniture,65.49,31.09,0.0
2019-09-21,2019-09-23,First Class,California,Furniture,130.98,2.53,0.0
2019-09-21,2019-09-23,First Class,California,Furniture,65.49,0.0,0.2
2019-09-21,2019-09-27,Standard Class,Washington,Furniture,43.66,47.94,0.0
2019-09-21,2019-09-24,First Class,Texas,Furniture,65.49,-1.48,0.6
2019-09-21,2019-09-24,First Class,Texas,Furniture,87.32,32.13,0.2
2019-09-21,2019-09-24,First Class,Texas,Furniture,37.42,118.29,0.2
2019-09-21,2019-09-26,Standard Class,Massachusetts,Furniture,130.98,147.48,0.0
2019-09-22,2019-09-26,Second Class,California,Furniture,87.32,16.59,0.0
2019-09-22,2019-09-25,First Class,Pennsylvania,Furniture,87.32,-7.72,0.2
2019-09-22,2019-09-25,First Class,Pennsylvania,Furniture,52.39,6.25,0.2
2019-09-22,2019-09-26,Standard Class,Tennessee,Furniture,130.98,-2.56,0.7
2019-09-22,2019-09-26,Standard Class,Tennessee,Furniture,130.98,0.32,0.2
2019-09-22,2019-09-26,Standard Class,Tennessee,Furniture,65.49,-63.01,0.2
2019-09-22,2019-09-26,Standard Class,Tennessee,Furniture,65.49,4.2,0.2
2019-09-22,2019-09-26,Second Class,Virginia,Furniture,130.98,11.04,0.0
2019-09-22,2019-09-26,Second Class,Virginia,Furniture,52.39,15.55,0.0
2019-09-22,2019-09-22,Same Day,California,Furniture,130.98,53.2,0.0
2019-09-22,2019-09-26,Standard Class,Tennessee,Furniture,261.96,-4.77,0.2
2019-09-24,2019-09-29,Standard Class,New York,Furniture,261.96,17.99,0.0
2019-09-24,2019-09-24,Same Day,Ohio,Furniture,52.39,1.93,0.2
2019-09-24,2019-09-24,Same Day,Ohio,Furniture,261.96,7.94,0.2
2019-09-24,2019-09-24,Same Day,Ohio,Furniture,130.98,5.54,0.2
2019-09-24,2019-09-24,Same Day,Ohio,Furniture,130.98,1.68,0.2
2019-09-24,2019-09-24,Same Day,Ohio,Furniture,43.66,-4.49,0.7
2019-09-24,2019-09-29,Second Class,Arizona,Furniture,37.42,1.85,0.2
2019-09-24,2019-09-29,Second Class,Arizona,Furniture,130.98,1.45,0.2
2019-09-24,2019-09-29,Second Class,Arizona,Furniture,130.98,2.37,0.2
2019-09-24,2019-09-28,Standard Class,California,Furniture,87.32,4.62,0.0
2019-09-24,2019-09-28,Standard Class,California,Furniture,65.49,335.85,0.0
2019-09-24,2019-09-27,Second Class,Pennsylvania,Furniture,130.98,0.6,0.2
2019-09-24,2019-09-30,Standard Class,Louisiana,Furniture,43.66,155.25,0.0
2019-09-24,2019-09-28,Standard Class,Iowa,Furniture,65.49,6.86,0.0
2019-09-24,2019-09-26,Second Class,Arizona,Furniture,130.98,13.17,0.2
2019-09-24,2019-09-27,First Class,Oklahoma,Furniture,43.66,213.7,0.0
2019-09-24,2019-09-26,Second Class,Washington,Furniture,130.98,10.43,0.0
2019-09-24,2019-09-26,Second Class,Washington,Furniture,87.32,5.42,0.2
2019-09-24,2019-09-28,Standard Class,Iowa,Furniture,26.2,394.27,0.0
2019-09-25,2019-09-25,Same Day,Pennsylvania,Furniture,130.98,-2.06,0.7
2019-09-25,2019-09-30,Standard Class,Washington,Furniture,65.49,-11.52,0.2
2019-09-25,2019-09-25,Same Day,New York,Furniture,261.96,6.84,0.1
2019-09-25,2019-10-02,Standard Class,Tennessee,Furniture,130.98,-2.28,0.7
2019-09-25,2019-10-02,Standard Class,Tennessee,Furniture,261.96,-1.81,0.7
2019-09-25,2019-10-02,Standard Class,Tennessee,Furniture,261.96,3.8,0.2
2019-09-25,2019-10-02,Standard Class,Tennessee,Furniture,65.49,-4.65,0.7
2019-09-25,2019-09-30,Standard Class,Washington,Furniture,130.98,57.59,0.0
2019-09-25,2019-09-30,Standard Class,Washington,Furniture,130.98,5.8,0.0
2019-09-25,2019-09-25,Same Day,New York,Furniture,87.32,9.62,0.0
2019-09-25,2019-09-29,Standard Class,Illinois,Furniture,37.42,12.87,0.2
2019-09-25,2019-09-29,Standard Class,Connecticut,Furniture,130.98,21.01,0.0
2019-09-25,2019-09-29,Standard Class,Connecticut,Furniture,130.98,5.16,0.0
2019-09-25,2019-09-27,First Class,New York,Furniture,29.11,395.96,0.0
2019-09-25,2019-09-29,Standard Class,New Hampshire,Furniture,130.98,32.25,0.0
2019-09-25,2019-10-01,Standard Class,California,Furniture,130.98,8.22,0.0
2019-09-25,2019-09-28,Second Class,New Jersey,Furniture,130.98,52.49,0.0
2019-09-25,2019-09-28,Second Class,New Jersey,Furniture,87.32,7.09,0.0
2019-09-25,2019-09-28,Second Class,New Jersey,Furniture,65.49,19.83,0.0
2019-09-25,2019-09-30,Standard Class,Utah,Furniture,87.32,240.26,0.0
2019-09-25,2019-09-29,Standard Class,Connecticut,Furniture,261.96,2.21,0.0
2019-09-26,2019-10-03,Standard Class,New York,Furniture,29.11,28.66,0.2
2019-09-26,2019-09-29,Second Class,Pennsylvania,Furniture,261.96,-9.18,0.4
2019-09-26,2019-10-01,Standard Class,California,Furniture,87.32,18.61,0.0
2019-09-26,2019-09-30,Standard Class,Arizona,Furniture,65.49,-86.37,0.2
2019-09-26,2019-09-30,Standard Class,New York,Furniture,130.98,12.0,0.0
2019-09-26,2019-10-03,Standard Class,New York,Furniture,87.32,16.19,0.0
2019-09-26,2019-10-03,Standard Class,New York,Furniture,37.42,296.07,0.0
2019-09-26,2019-10-01,Standard Class,California,Furniture,130.98,58.5,0.0
2019-09-26,2019-09-30,Standard Class,Arizona,Furniture,52.39,23.1,0.2
2019-09-26,2019-09-29,Second Class,Pennsylvania,Furniture,43.66,-100.92,0.7
2019-09-26,2019-09-30,Standard Class,Arizona,Furniture,29.11,-59.06,0.7
2019-09-26,2019-09-30,Standard Class,Arizona,Furniture,130.98,14.41,0.2
2019-09-26,2019-09-30,Standard Class,Arizona,Furniture,130.98,-48.39,0.7
2019-09-26,2019-09-30,Standard Class,Arizona,Furniture,65.49,31.27,0.2
2019-09-26,2019-10-02,Standard Class,Oregon,Furniture,43.66,10.89,0.2
2019-09-26,2019-10-02,Standard Class,Oregon,Furniture,52.39,47.96,0.2
2019-09-26,2019-10-02,Standard Class,Oregon,Furniture,52.39,47.84,0.2
2019-09-26,2019-09-28,Second Class,Texas,Furniture,37.42,376.11,0.2
2019-09-26,2019-09-28,Second Class,Texas,Furniture,52.39,-3.43,0.8
2019-09-26,2019-09-30,Standard Class,Arizona,Furniture,43.66,-1.5,0.2
2019-09-27,2019-09-29,Second Class,Washington,Furniture,52.39,25.79,0.0
2019-09-27,2019-10-02,Standard Class,Virginia,Furniture,21.83,561.56,0.0
2019-09-27,2019-10-02,Standard Class,Virginia,Furniture,52.39,69.71,0.0
2019-09-27,2019-09-30,Second Class,Michigan,Furniture,65.49,12.44,0.0
2019-09-27,2019-09-30,Second Class,Michigan,Furniture,52.39,4.76,0.0
2019-09-27,2019-09-29,Second Class,California,Furniture,261.96,4.34,0.0
2019-09-27,2019-09-29,Second Class,California,Furniture,87.32,73.41,0.0
2019-09-27,2019-09-29,First Class,Illinois,Furniture,87.32,-12.75,0.6
2019-09-27,2019-09-29,First Class,Illinois,Furniture,130.98,-22.62,0.8
2019-09-27,2019-09-29,Second Class,California,Furniture,130.98,6.22,0.0
2019-09-28,2019-10-05,Standard Class,California,Furniture,87.32,55.85,0.0
